antigen,study,year,age_cat,median_group_age,method,x,n,mean,lower,upper,tpr,fpr,auc_med,group,spec,sens,adjusted_prev,site_year
USUV NS1,Senegal,2018,>59,65,exact,38,40,0.95,0.8308031360405824,0.9938863534006491,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2018
USUV NS1,French Guiana,2015,18-39,29.5,exact,125,250,0.5,0.4363426413193381,0.5636573586806619,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.8069946508835748,French Guiana _ 2015
USUV NS1,French Guiana,2015,40-59,49,exact,92,158,0.5822784810126582,0.5012756363677109,0.6601356108811214,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.9461215496108287,French Guiana _ 2015
USUV NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,French Guiana _ 2015
USUV NS1,French Guiana,2019,18-39,29.5,exact,119,201,0.5920398009950248,0.5206680421438571,0.6606549937338411,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.96262722837296,French Guiana _ 2019
USUV NS1,French Guiana,2019,40-59,49,exact,120,163,0.7361963190184049,0.6615532804168456,0.8020402291851213,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,French Guiana _ 2019
USUV NS1,French Guiana,2019,>59,65,exact,8,14,0.5714285714285714,0.2886094000383075,0.8233889100178822,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.9277751453830593,French Guiana _ 2019
USUV NS1,New Caledonia,2020,18-39,29.5,exact,101,256,0.39453125,0.33424052760648537,0.4572939699378167,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.6286547019741802,New Caledonia _ 2020
USUV NS1,New Caledonia,2020,40-59,49,exact,146,304,0.48026315789473684,0.42288898907212846,0.5380256416526603,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.773621093192928,New Caledonia _ 2020
USUV NS1,New Caledonia,2020,>59,65,exact,21,40,0.525,0.361280135264062,0.6848802933650142,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.8492678239583945,New Caledonia _ 2020
