antigen,study,year,age_cat,median_group_age,method,x,n,mean,lower,upper,tpr,fpr,auc_med,group,spec,sens,adjusted_prev,site_year
ZIKVSU NS1,Peru,2018,10-17,13,exact,74,153,0.48366013071895425,0.40221419838473227,0.5657510911481257,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.5533452204266311,Peru _ 2018
ZIKVSU NS1,Peru,2018,18-39,29.5,exact,211,295,0.7152542372881356,0.6600708873141176,0.7660545979049852,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.8313853850809158,Peru _ 2018
ZIKVSU NS1,Peru,2018,40-59,49,exact,124,142,0.8732394366197183,0.8070789134851707,0.9231125565268303,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Peru _ 2018
ZIKVSU NS1,Peru,2018,>59,65,exact,104,108,0.9629629629629629,0.9078809272401651,0.9898180262727522,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Peru _ 2018
ZIKVSU NS1,Senegal,2016,<5,3,exact,2,78,0.02564102564102564,0.0031204724829340114,0.08957332714632771,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.0034706606755425156,Senegal _ 2016
ZIKVSU NS1,Senegal,2016,5-9,8,exact,108,119,0.907563025210084,0.8406229493220502,0.9529478347006999,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2016
ZIKVSU NS1,Senegal,2016,10-17,13,exact,146,146,1,0.9750502238880522,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2016
ZIKVSU NS1,Senegal,2016,18-39,29.5,exact,204,205,0.9951219512195122,0.9731223762233312,0.9998765061236342,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2016
ZIKVSU NS1,Senegal,2016,40-59,49,exact,113,113,1,0.9678821442542607,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2016
ZIKVSU NS1,Senegal,2016,>59,65,exact,35,35,1,0.8999675644278949,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2016
ZIKVSU NS1,Senegal,2018,5-9,8,exact,93,94,0.9893617021276596,0.9421486602673296,0.9997306978855144,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2018
ZIKVSU NS1,Senegal,2018,10-17,13,exact,133,134,0.9925373134328358,0.959122962463657,0.999811078982269,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2018
ZIKVSU NS1,Senegal,2018,18-39,29.5,exact,154,154,1,0.9763308516274573,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2018
ZIKVSU NS1,Senegal,2018,40-59,49,exact,101,101,1,0.9641353796099963,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2018
ZIKVSU NS1,Senegal,2018,>59,65,exact,40,40,1,0.9119026971211976,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,Senegal _ 2018
ZIKVSU NS1,French Guiana,2015,18-39,29.5,exact,187,250,0.748,0.6894273847539526,0.8005885190878379,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.8706982907114277,French Guiana _ 2015
ZIKVSU NS1,French Guiana,2015,40-59,49,exact,122,158,0.7721518987341772,0.6987827897118852,0.835027371686599,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.8996938381380988,French Guiana _ 2015
ZIKVSU NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,French Guiana _ 2015
ZIKVSU NS1,French Guiana,2019,18-39,29.5,exact,175,201,0.8706467661691543,0.8162371179219527,0.9137323398808697,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,French Guiana _ 2019
ZIKVSU NS1,French Guiana,2019,40-59,49,exact,144,163,0.8834355828220859,0.8239664256402405,0.9283422780469245,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,French Guiana _ 2019
ZIKVSU NS1,French Guiana,2019,>59,65,exact,12,14,0.8571428571428571,0.5718708390903011,0.9822054845168084,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,French Guiana _ 2019
ZIKVSU NS1,New Caledonia,2020,18-39,29.5,exact,215,256,0.83984375,0.7890667112492868,0.882551335385625,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.9809612492588584,New Caledonia _ 2020
ZIKVSU NS1,New Caledonia,2020,40-59,49,exact,260,304,0.8552631578947368,0.810608320669782,0.8928238378943459,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,0.9994730100866045,New Caledonia _ 2020
ZIKVSU NS1,New Caledonia,2020,>59,65,exact,39,40,0.975,0.8684141415172343,0.9993672550679505,0.8557021151882471,0.02275013194817921,0.9811023426425,Flavi,0.9772498680518208,0.8557021151882471,1,New Caledonia _ 2020
YFV E,Peru,2018,<5,3,exact,15,56,0.26785714285714285,0.15832524844203688,0.4030202841005812,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.30488190040770147,Peru _ 2018
YFV E,Peru,2018,5-9,8,exact,29,126,0.23015873015873015,0.15988171678336682,0.3135363735354978,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.2579898917965073,Peru _ 2018
YFV E,Peru,2018,10-17,13,exact,66,153,0.43137254901960786,0.3516552554440193,0.5138001536846941,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.5082741730525414,Peru _ 2018
YFV E,Peru,2018,18-39,29.5,exact,234,295,0.7932203389830509,0.7424638657488142,0.8379790735300156,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.9583665899044012,Peru _ 2018
YFV E,Peru,2018,40-59,49,exact,124,142,0.8732394366197183,0.8070789134851707,0.9231125565268303,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,Peru _ 2018
YFV E,Peru,2018,>59,65,exact,99,108,0.9166666666666666,0.8476960712281786,0.9611852470300501,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,Peru _ 2018
YFV E,Senegal,2016,<5,3,exact,1,78,0.01282051282051282,3.2453460909720455e-4,0.06937274078560496,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0,Senegal _ 2016
YFV E,Senegal,2016,5-9,8,exact,18,119,0.15126050420168066,0.09217999796713272,0.22848299790348892,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.15985057965667,Senegal _ 2016
YFV E,Senegal,2016,10-17,13,exact,26,146,0.1780821917808219,0.11975068733535787,0.24994131383433416,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.19321333195580906,Senegal _ 2016
YFV E,Senegal,2016,18-39,29.5,exact,107,205,0.5219512195121951,0.45124724219849943,0.5920112333634011,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.6209424657657722,Senegal _ 2016
YFV E,Senegal,2016,40-59,49,exact,92,113,0.8141592920353983,0.7300616359742541,0.8811249035913589,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.9844119720984745,Senegal _ 2016
YFV E,Senegal,2016,>59,65,exact,32,35,0.9142857142857143,0.7694249813411228,0.9819623601857825,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,Senegal _ 2016
YFV E,Senegal,2018,5-9,8,exact,10,94,0.10638297872340426,0.052207269357661956,0.18695141171016016,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.1040286720338848,Senegal _ 2018
YFV E,Senegal,2018,10-17,13,exact,28,134,0.208955223880597,0.14356637178880183,0.28764292328038876,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.23161543919193903,Senegal _ 2018
YFV E,Senegal,2018,18-39,29.5,exact,93,154,0.6038961038961039,0.5220144545331563,0.6816990915912953,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.7228714317122713,Senegal _ 2018
YFV E,Senegal,2018,40-59,49,exact,85,101,0.8415841584158416,0.7555270645222344,0.9066533805315818,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,Senegal _ 2018
YFV E,Senegal,2018,>59,65,exact,36,40,0.9,0.7633626001239001,0.9720745847057807,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,Senegal _ 2018
YFV E,French Guiana,2015,18-39,29.5,exact,205,250,0.82,0.7666615106870395,0.8655724762673123,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.9916770665299731,French Guiana _ 2015
YFV E,French Guiana,2015,40-59,49,exact,131,158,0.8291139240506329,0.7611953788925258,0.8842615777643649,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,French Guiana _ 2015
YFV E,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,French Guiana _ 2015
YFV E,French Guiana,2019,18-39,29.5,exact,182,201,0.9054726368159204,0.8563218511121267,0.942124793003335,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,French Guiana _ 2019
YFV E,French Guiana,2019,40-59,49,exact,155,163,0.950920245398773,0.9055858016329831,0.9785756206862078,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,French Guiana _ 2019
YFV E,French Guiana,2019,>59,65,exact,12,14,0.8571428571428571,0.5718708390903011,0.9822054845168084,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,French Guiana _ 2019
YFV E,New Caledonia,2020,18-39,29.5,exact,165,256,0.64453125,0.582533658522401,0.7031384572600385,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.7734163614488293,New Caledonia _ 2020
YFV E,New Caledonia,2020,40-59,49,exact,226,304,0.743421052631579,0.6904523939917704,0.7915757915489811,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,0.8964226406165078,New Caledonia _ 2020
YFV E,New Caledonia,2020,>59,65,exact,34,40,0.85,0.7016473331604234,0.9428977418454741,0.8266911482384143,0.02275005433071797,0.9731837070164766,Flavi,0.977249945669282,0.8266911482384143,1,New Caledonia _ 2020
JEV E,Peru,2018,<5,3,exact,9,56,0.16071428571428573,0.07621874392501371,0.2832797081613915,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.20630568066632776,Peru _ 2018
JEV E,Peru,2018,5-9,8,exact,20,126,0.15873015873015872,0.09973557634874275,0.2344464817150641,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.20333870223885375,Peru _ 2018
JEV E,Peru,2018,10-17,13,exact,53,153,0.3464052287581699,0.27140201168279654,0.42748656948886476,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.4839799558493369,Peru _ 2018
JEV E,Peru,2018,18-39,29.5,exact,201,295,0.6813559322033899,0.6248622452700008,0.7341615138297177,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.9848508775895003,Peru _ 2018
JEV E,Peru,2018,40-59,49,exact,118,142,0.8309859154929577,0.7590388028339228,0.8886051920038099,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Peru _ 2018
JEV E,Peru,2018,>59,65,exact,99,108,0.9166666666666666,0.8476960712281786,0.9611852470300501,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Peru _ 2018
JEV E,Senegal,2016,<5,3,exact,0,78,0,0,0.04619242032804871,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0,Senegal _ 2016
JEV E,Senegal,2016,5-9,8,exact,26,119,0.2184873949579832,0.14796181151361265,0.30351709618456446,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.29269711134865933,Senegal _ 2016
JEV E,Senegal,2016,10-17,13,exact,62,146,0.4246575342465753,0.343335548340299,0.5091002199849559,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.6009950986005763,Senegal _ 2016
JEV E,Senegal,2016,18-39,29.5,exact,166,205,0.8097560975609757,0.7492380174747449,0.8610815692007482,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Senegal _ 2016
JEV E,Senegal,2016,40-59,49,exact,104,113,0.9203539823008849,0.8541873732297185,0.9629337354387874,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Senegal _ 2016
JEV E,Senegal,2016,>59,65,exact,33,35,0.9428571428571428,0.8084285936547608,0.9930032363716905,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Senegal _ 2016
JEV E,Senegal,2018,5-9,8,exact,18,94,0.19148936170212766,0.11761949016539874,0.2856463302314014,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.2523254098924673,Senegal _ 2018
JEV E,Senegal,2018,10-17,13,exact,40,134,0.29850746268656714,0.22257255246334506,0.383585574429571,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.412355689965381,Senegal _ 2018
JEV E,Senegal,2018,18-39,29.5,exact,125,154,0.8116883116883117,0.7408810056025285,0.8701086382897969,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Senegal _ 2018
JEV E,Senegal,2018,40-59,49,exact,94,101,0.9306930693069307,0.8624041191911825,0.9716825921850591,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Senegal _ 2018
JEV E,Senegal,2018,>59,65,exact,39,40,0.975,0.8684141415172343,0.9993672550679505,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,Senegal _ 2018
JEV E,French Guiana,2015,18-39,29.5,exact,215,250,0.86,0.8107080656435041,0.9005088293256618,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,French Guiana _ 2015
JEV E,French Guiana,2015,40-59,49,exact,142,158,0.8987341772151899,0.8407623671184213,0.9410014850919654,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,French Guiana _ 2015
JEV E,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,French Guiana _ 2015
JEV E,French Guiana,2019,18-39,29.5,exact,181,201,0.900497512437811,0.8505134664535899,0.9381554273931095,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,French Guiana _ 2019
JEV E,French Guiana,2019,40-59,49,exact,157,163,0.9631901840490797,0.9216050547737038,0.9863737016582551,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,French Guiana _ 2019
JEV E,French Guiana,2019,>59,65,exact,12,14,0.8571428571428571,0.5718708390903011,0.9822054845168084,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,French Guiana _ 2019
JEV E,New Caledonia,2020,18-39,29.5,exact,148,256,0.578125,0.5150634089390416,0.6393562333139755,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.8304837673461731,New Caledonia _ 2020
JEV E,New Caledonia,2020,40-59,49,exact,203,304,0.6677631578947368,0.6117284908506109,0.7204899535197046,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,0.9645248256452789,New Caledonia _ 2020
JEV E,New Caledonia,2020,>59,65,exact,32,40,0.8,0.6435219813207652,0.9094775906000093,0.6914867043998381,0.02275013194817921,0.9472405461096072,Flavi,0.9772498680518208,0.6914867043998381,1,New Caledonia _ 2020
WNV NS1,Peru,2018,<5,3,exact,7,56,0.125,0.05176450487920037,0.24073257965206896,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.15905071194364073,Peru _ 2018
WNV NS1,Peru,2018,5-9,8,exact,6,126,0.047619047619047616,0.017673307076270572,0.10076560891382824,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.03868385180422288,Peru _ 2018
WNV NS1,Peru,2018,10-17,13,exact,15,153,0.09803921568627451,0.05591689617240714,0.15654255837022135,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.11711293714393418,Peru _ 2018
WNV NS1,Peru,2018,18-39,29.5,exact,132,295,0.44745762711864406,0.38980215947045505,0.506178995614916,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.660636837598931,Peru _ 2018
WNV NS1,Peru,2018,40-59,49,exact,76,142,0.5352112676056338,0.4496708405972256,0.6192522019451772,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.7971385198116496,Peru _ 2018
WNV NS1,Peru,2018,>59,65,exact,74,108,0.6851851851851852,0.5887501887756226,0.7711647798714487,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Peru _ 2018
WNV NS1,Senegal,2016,<5,3,exact,1,78,0.01282051282051282,3.2453460909720455e-4,0.06937274078560496,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0,Senegal _ 2016
WNV NS1,Senegal,2016,5-9,8,exact,92,119,0.773109243697479,0.6873188939776417,0.8448404589956129,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2016
WNV NS1,Senegal,2016,10-17,13,exact,129,146,0.8835616438356164,0.8201257681281112,0.9306872252997691,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2016
WNV NS1,Senegal,2016,18-39,29.5,exact,194,205,0.9463414634146341,0.9060199183488774,0.9729128141127309,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2016
WNV NS1,Senegal,2016,40-59,49,exact,108,113,0.9557522123893806,0.8997580218544154,0.985478950228814,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2016
WNV NS1,Senegal,2016,>59,65,exact,34,35,0.9714285714285714,0.8508279203435684,0.999276895623662,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2016
WNV NS1,Senegal,2018,5-9,8,exact,39,94,0.4148936170212766,0.3141414837201928,0.521158859052397,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.609983187981493,Senegal _ 2018
WNV NS1,Senegal,2018,10-17,13,exact,67,134,0.5,0.41245098155349313,0.5875490184465069,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.7423670341577431,Senegal _ 2018
WNV NS1,Senegal,2018,18-39,29.5,exact,121,154,0.7857142857142857,0.7124370525869212,0.8476690938244609,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2018
WNV NS1,Senegal,2018,40-59,49,exact,87,101,0.8613861386138614,0.7783773104113902,0.9220963512088184,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2018
WNV NS1,Senegal,2018,>59,65,exact,37,40,0.925,0.796135251267101,0.9842578201489585,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,Senegal _ 2018
WNV NS1,French Guiana,2015,18-39,29.5,exact,114,250,0.456,0.3931084909639736,0.5199471049924631,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.673924585684622,French Guiana _ 2015
WNV NS1,French Guiana,2015,40-59,49,exact,77,158,0.4873417721518987,0.4071321357521398,0.5680350503695295,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.7226770317201364,French Guiana _ 2015
WNV NS1,French Guiana,2015,>59,65,exact,1,1,1,0.025000000000000022,1,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,1,French Guiana _ 2015
WNV NS1,French Guiana,2019,18-39,29.5,exact,120,201,0.5970149253731343,0.525699304225296,0.6654247272832863,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.8932747394071624,French Guiana _ 2019
WNV NS1,French Guiana,2019,40-59,49,exact,108,163,0.6625766871165644,0.584461404334127,0.7346573234968805,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.9952567280419757,French Guiana _ 2019
WNV NS1,French Guiana,2019,>59,65,exact,6,14,0.42857142857142855,0.17661108998211783,0.7113905999616925,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.6312591632598188,French Guiana _ 2019
WNV NS1,New Caledonia,2020,18-39,29.5,exact,82,256,0.3203125,0.2635821538542147,0.38126231832660884,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.46286129643015234,New Caledonia _ 2020
WNV NS1,New Caledonia,2020,40-59,49,exact,123,304,0.40460526315789475,0.34895645403322284,0.4621321364952775,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.593979548682226,New Caledonia _ 2020
WNV NS1,New Caledonia,2020,>59,65,exact,16,40,0.4,0.24864998658774384,0.5667329478067034,0.665626022299759,0.02275013194817921,0.9290998414455004,Flavi,0.9772498680518208,0.665626022299759,0.5868160149006493,New Caledonia _ 2020
USUV NS1,Peru,2018,<5,3,exact,7,56,0.125,0.05176450487920037,0.24073257965206896,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.17289705476128278,Peru _ 2018
USUV NS1,Peru,2018,5-9,8,exact,9,126,0.07142857142857142,0.03318028319403277,0.131264090635564,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.08231168388666994,Peru _ 2018
USUV NS1,Peru,2018,10-17,13,exact,16,153,0.10457516339869281,0.06096586733411735,0.16426489834481195,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.13836014865440424,Peru _ 2018
USUV NS1,Peru,2018,18-39,29.5,exact,147,295,0.49830508474576274,0.4398209475984114,0.5568235988277953,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.8041286730479941,Peru _ 2018
USUV NS1,Peru,2018,40-59,49,exact,85,142,0.5985915492957746,0.5130853804804375,0.6798954276349054,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.97370575596737,Peru _ 2018
USUV NS1,Peru,2018,>59,65,exact,84,108,0.7777777777777778,0.68763318890837,0.8521291556132353,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Peru _ 2018
USUV NS1,Senegal,2016,<5,3,exact,1,78,0.01282051282051282,3.2453460909720455e-4,0.06937274078560496,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0,Senegal _ 2016
USUV NS1,Senegal,2016,5-9,8,exact,97,119,0.8151260504201681,0.7335866201033425,0.8803629628030951,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2016
USUV NS1,Senegal,2016,10-17,13,exact,130,146,0.8904109589041096,0.8281398480249529,0.9360485025400112,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2016
USUV NS1,Senegal,2016,18-39,29.5,exact,195,205,0.9512195121951219,0.9121225671745884,0.9763631560435679,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2016
USUV NS1,Senegal,2016,40-59,49,exact,112,113,0.9911504424778761,0.9516793514358978,0.999775973699549,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2016
USUV NS1,Senegal,2016,>59,65,exact,34,35,0.9714285714285714,0.8508279203435684,0.999276895623662,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2016
USUV NS1,Senegal,2018,5-9,8,exact,45,94,0.4787234042553192,0.3745562896134811,0.5842676473536097,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.7710174823092605,Senegal _ 2018
USUV NS1,Senegal,2018,10-17,13,exact,76,134,0.5671641791044776,0.4788508541426505,0.6524428168389165,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,0.9205643695920451,Senegal _ 2018
USUV NS1,Senegal,2018,18-39,29.5,exact,129,154,0.8376623376623377,0.7697539926619923,0.8921030262430523,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2018
USUV NS1,Senegal,2018,40-59,49,exact,86,101,0.8514851485148515,0.7669030961466505,0.9144276711612244,0.6141417446797902,0.02275013194817921,0.9288969673928412,Flavi,0.9772498680518208,0.6141417446797902,1,Senegal _ 2018
