antigen,site,age_cat,ymin,lower,middle,upper,ymax,n
ZIKVAS EDIII,Senegal,40-59,5.328021816378317,6.091615376339478,6.295671492307772,6.531760137088643,8.800689733116252,214
ZIKVAS EDIII,Senegal,5-9,3.95024279185025,5.9282983474539455,6.182078868230046,6.413268422654387,8.610412495065473,213
ZIKVAS EDIII,Senegal,<5,3.4815987821205545,4.0747920411897365,4.469815108870673,5.16247364021253,8.80662007970312,78
ZIKVAS EDIII,Senegal,>59,5.018348008378688,6.059713996294761,6.269311740703914,6.416122376802635,8.791106231254409,75
ZIKVSU NS1,French Guiana,18-39,3.3117821731733237,4.821936722448833,5.834543669601291,7.15091563354272,9.047163059370682,451
ZIKVSU NS1,French Guiana,40-59,3.373151119549616,5.058641521971709,6.178744978489728,7.5761391882600915,9.164995912841867,321
ZIKVSU NS1,French Guiana,>59,4.51323461340908,5.005150780311373,6.848669908035036,7.5986314353002,8.846029606491465,15
ZIKVSU NS1,New Caledonia,18-39,3.326888012466891,4.825118054397144,5.357312344064111,6.103066918203385,9.254419072921593,256
ZIKVSU NS1,New Caledonia,40-59,3.708286261472508,4.887308770224941,5.395760008749227,6.129074914706013,9.444767044938963,304
ZIKVSU NS1,New Caledonia,>59,4.084200186661031,5.011128305953935,5.332921945186607,7.974297014855126,9.22157458831113,40
ZIKVSU NS1,Peru,10-17,3.136664745456277,3.931381324301754,4.581509078275037,6.037576617734572,9.462403337599604,153
ZIKVSU NS1,Peru,18-39,3.249005154611078,4.4802489422029375,5.633511469170287,7.895665819670887,9.385283632972078,295
ZIKVSU NS1,Peru,40-59,3.3535861545947343,5.246528016331013,6.301884375579581,7.991506235364446,9.40747358258313,142
ZIKVSU NS1,Peru,5-9,3.1496807464003633,3.6456048581628684,4.067756151318717,4.6570606026490715,9.069270442827548,126
ZIKVSU NS1,Peru,<5,3.2490976666580034,3.656623111923345,3.9068751358436535,5.058015993415955,9.338534988118434,56
ZIKVSU NS1,Peru,>59,4.106901856621133,5.617118110868525,7.879889877698334,8.629880212459817,9.403494599160856,108
ZIKVSU NS1,Senegal,10-17,4.617824446286469,5.323164330246571,5.5457443894787914,5.752569239649704,8.093588449710365,280
ZIKVSU NS1,Senegal,18-39,3.29123586464538,5.57493106860088,5.81525334468604,6.4065345942398775,8.638223898633834,359
ZIKVSU NS1,Senegal,40-59,4.844623001271403,5.84531270760217,6.590741130262172,7.511873461582886,8.923828447694818,214
ZIKVSU NS1,Senegal,5-9,3.201623705955693,5.201045427916222,5.5183243450209165,5.697772805678485,8.379708327118395,213
ZIKVSU NS1,Senegal,<5,2.938107515428592,3.169875007641113,3.274579752049805,3.405945720827149,5.533464157098528,78
ZIKVSU NS1,Senegal,>59,5.11314321509658,6.2339381769923685,6.980567459809819,7.486594966328389,8.358400592901226,75
ZIKVU NS1,French Guiana,18-39,3.745982994521926,4.751006600165237,5.342539458881334,6.233779861077598,8.219919921285992,451
ZIKVU NS1,French Guiana,40-59,3.920647730740108,4.90601065615884,5.5721957780747795,6.579778755431688,8.474022799879913,321
ZIKVU NS1,French Guiana,>59,4.5111407572399695,5.078569670564631,5.653215201442404,6.661632035148777,7.920865112166713,15
ZIKVU NS1,New Caledonia,18-39,3.6768054568564814,4.782782360082885,5.257942682634096,6.141762814176891,8.47240356584747,256
ZIKVU NS1,New Caledonia,40-59,3.874587043092637,4.882367379862876,5.384808080127253,6.036069603550576,8.496143514638533,304
ZIKVU NS1,New Caledonia,>59,4.3165431411604676,5.059499924438558,5.562117206494104,6.3228025325041575,8.391300393573102,40
ZIKVU NS1,Peru,10-17,3.4658847479565864,4.003053384438015,4.389658162259607,5.505773103609759,8.779627548249175,153
ZIKVU NS1,Peru,18-39,3.60470343244654,4.454998059431088,5.282272675928047,6.489999293238718,8.584116526627131,295
ZIKVU NS1,Peru,40-59,3.795384871807148,4.879732138535983,5.614047697050148,6.897735838308132,8.787853211550216,142
ZIKVU NS1,Peru,5-9,3.58674600669582,3.901954955914471,4.10480829597399,4.566723563021888,8.25684468059271,126
ZIKVU NS1,Peru,<5,3.4999777683838498,3.8735747978842,4.195438872231458,4.841529629560618,8.455983378519939,56
ZIKVU NS1,Peru,>59,4.038038910566587,5.236947390648032,6.171944747941674,7.528741789259157,8.607386987949107,108
ZIKVU NS1,Senegal,10-17,4.650611918144102,5.431883741199879,5.6387538639152375,5.812416045714035,7.139758700435443,280
ZIKVU NS1,Senegal,18-39,3.667602454431237,5.633377437455312,5.825184875010676,6.217259313432506,7.992523084184853,359
ZIKVU NS1,Senegal,40-59,4.872521818227204,5.795414889501101,6.25126778772356,6.9367945843691245,8.25469253764531,214
ZIKVU NS1,Senegal,5-9,3.524501610790564,5.303047674500826,5.595295724519474,5.769123285561843,7.650383818588057,213
ZIKVU NS1,Senegal,<5,3.4444589031170274,3.6133680505320864,3.667602454431237,3.7703227791278673,5.689885582271125,78
ZIKVU NS1,Senegal,>59,5.141440322094435,6.081822762778427,6.4590745518580865,6.792412165021625,7.786973001302391,75
